title,authors,doi,venue,source,year,is_top_venue
Feature Selection Techniques Analysis for Identification of Cognitive and Resting States Based on EEG Data,"['Marina Murtazina', 'Tatiana Avdeenko']",https://doi.org/10.1109/itnt55410.2022.9848773,2022 VIII International Conference on Information Technology and Nanotechnology (ITNT),OpenAlex,2022,False
A Tool to Teach Expressions with Feedback About Broken Laws,"['Oleg Sychev', 'Nikita Penskoy', 'Grigory Terekhov']",https://doi.org/10.1145/3478432.3499082,Proceedings of the 53rd ACM Technical Symposium on Computer Science Education V. 2,OpenAlex,2022,False
Rationale for the Boundaries of Historically Valuable Comprehensive Development of the Industrial Era,"['N. A. Orlova', 'Dmitry Nikolaevich Orlov', 'Vasilina Belkova', 'D. A. Vlasov']",https://doi.org/10.1007/978-3-030-94770-5_23,Lecture notes in civil engineering,OpenAlex,2022,False
MEDIA PREFERENCES OF STUDENTS AND WORKING YOUTH OF KUZBASS,"['Irina Yu. Rassokhina', 'Nikita E. Lunegov']",https://doi.org/10.54509/22203036_2022_1_152,Профессиональное образование в России и за рубежом,OpenAlex,2022,False
Excellence in sport performance. The Russian psychophysiological approach,"['Alexandra Banayan', 'Victoria Georgiadi']",https://doi.org/10.1051/bioconf/20224801018,BIO Web of Conferences,OpenAlex,2022,False
A Study on Aggressive Speech in Online Commentaries of Sina Weibo,['Qiqi Liu'],https://doi.org/10.52070/2542-2197_2022_2_857_24,Вестник Московского государственного лингвистического университета. Гуманитарные науки,OpenAlex,2022,False
Study of the Level of Information Culture of 1st Year Undergraduate Students to Increase Competitiveness in the Scientific Environment,['М. И. Абубакирова'],https://doi.org/10.24108/2658-3143-2022-5-2-1,Scholarly Research and Information,OpenAlex,2022,False
Piribedil in the treatment of mental and cognitive impairments in Parkinson's disease,"['E. V. Yakovenko', 'F. A. Abbasov']",https://doi.org/10.14412/2074-2711-2022-4-103-107,Neurology neuropsychiatry Psychosomatics,OpenAlex,2022,False
Influence of electromagnetic protection technology on human psychophysiological condition,"['Korotkov KG', 'Gavrilova EA', 'Churganov OA', 'Machado JJ']",https://doi.org/10.15406/jabb.2022.09.00279,Journal of Applied Biotechnology & Bioengineering,OpenAlex,2022,False
VALUE ORIENTATIONS IN THE PROFESSIONAL SELF-DETERMINATION OF STUDENTS IN DIFFERENT FIELDS OF STUDY,"['Tatjana I. Kasyanova', 'A. V. Maltsev', 'Larisa V. Zubova']",https://doi.org/10.54509/22203036_2022_2_72,Профессиональное образование в России и за рубежом,OpenAlex,2022,False
"Improving the methodology to measure the shadow economy, considering the impact of the coronavirus pandemic",['Dinara R. ORLOVA'],https://doi.org/10.24891/ea.21.4.598,Economic Analysis Theory and Practice,OpenAlex,2022,False
Shadow economy in the context of threats to the economic security of the state,"['M. M. Begichev', 'А. В. Власов', 'K. I. Avtomonova']",https://doi.org/10.24182/2073-9885-2022-15-2-44-50,Entrepreneur’s Guide,OpenAlex,2022,False
Gouache Painting Technique in Teaching Still Life to Chinese High School Students,['Fan Chu'],https://doi.org/10.30853/ped20220103,Pedagogy Theory & Practice,OpenAlex,2022,False
"ON THE QUESTION OF THE STABILITY OF SHELLS, PLATES AND RODS",['Volodymyr Todchuk'],https://doi.org/10.51582/interconf.19-20.08.2022.030,InterConf,OpenAlex,2022,False
Configurational analysis of Novosibirsk's development area using Depth Map software,"['E. D. Begey', 'O. O. Smolina']",https://doi.org/10.31675/1607-1859-2022-24-4-57-71,Vestnik Tomskogo gosudarstvennogo arkhitekturno-stroitel nogo universiteta JOURNAL of Construction and Architecture,OpenAlex,2022,False
General Artificial Intelligence in Self-developing Reflective-Active Environments,"['David Dubrovsky', 'Vladimir Lepskiy', 'Alеxander Raikov']",https://doi.org/10.1007/978-3-031-08195-8_1,Lecture notes in networks and systems,OpenAlex,2022,False
Problems of psychological and pedagogical support of the formation of information and psychological security of students at university,"['Larisa Baykova', 'Roman E. Matveev']",https://doi.org/10.34216/2073-1426-2022-28-1-155-162,Вестник Костромского государственного университета им. Н.А. Некрасова. Серия: Педагогика. Психология. Социальная работа. Ювенология. Социокинетика,OpenAlex,2022,False
Subjective picture of the well-being of students from families with different structures,"['Arina Yu. Malenova', 'Elizaveta E. Fedotova']",https://doi.org/10.34216/2073-1426-2022-28-1-60-68,Вестник Костромского государственного университета им. Н.А. Некрасова. Серия: Педагогика. Психология. Социальная работа. Ювенология. Социокинетика,OpenAlex,2022,False
RESEARCH OF THE VALUE BASES FOR YOUTH'S CHOICE OF DIGITAL PLATFORMS IN THE EDUCATIONAL ENVIRONMENT,"['Daria Maltseva', 'Daniil A. Fedotov', 'Maria Petrunina', 'T. R. Gorbuntsova']",https://doi.org/10.31312/2310-6085-2022-17-2-27-43,Konfliktologia,OpenAlex,2022,False
"Ways to improve the assessment of the ""quality of life"" in ophthalmology patients — world trends and own experience","['I. G. Ovechkin', 'N. I. Ovechkin', 'D. F. Pokrovsky', 'А. I. Pavlov', 'Alexander V. Shakula']",https://doi.org/10.53432/2078-4104-2022-21-3-58-63,National Journal glaucoma,OpenAlex,2022,False
The Cross-Cultural Differences in Perceived Stress of the COVID-19 Pandemic in Schoolchildren from Russia and Kyrgyzstan With Normal and High Levels of Anxiety and Depression,"['Maria Sitnikova', 'Ekaterina Proshina', 'Alena Deviaterikova', 'Sergey Malykh', 'O. Moiseeva', 'Marina Ananieva']",https://doi.org/10.23947/2334-8496-2022-10-2-27-37,International Journal of Cognitive Research in Science Engineering and Education,OpenAlex,2022,False
Principles of Solving the Symbol Grounding Problem in the Development of the General Artificial Cognitive Agents,"['Roman V. Dushkin', 'Vladimir Y. Stepankov']",https://doi.org/10.1007/978-3-031-16075-2_15,Lecture notes in networks and systems,OpenAlex,2022,False
The System of Pronunciation Culture Formation in Classes on Practical Phonetics of the English Language at a Pedagogical University,['Elena Yurevna Mirzoeva'],https://doi.org/10.30853/phil20220426,Philology Theory & Practice,OpenAlex,2022,False
Non-Mastery of Mediation Techniques and Means as a Pedagogical Deficit in the Methodology of Foreign Language Teaching,['Ekaterina Alekseevna Abramova'],https://doi.org/10.30853/phil20220442,Philology Theory & Practice,OpenAlex,2022,False
Visual Perception Verbs in the Tatar Language (Semantic and Word-Formation Aspect),"['Gelinia Khajretdinovna Gilazetdinova', 'Ruzilya Rashitovna Salakhova']",https://doi.org/10.30853/phil20220433,Philology Theory & Practice,OpenAlex,2022,False
Tooth horizontal movement with dentition defect prevention and treatment,"['Emilia A. Olesova', 'S. D. Arutyunov', 'Egor E. Olesov', 'Vagharshak G. Movsesyan', 'Tatiana A. Fazylova', 'Boris M. Radzishevsky']",https://doi.org/10.17816/1728-2802-2022-26-1-41-48,Russian Journal of Dentistry,OpenAlex,2022,False
Employ machine learning methods in combination with bioinformatic analysis of the gene structure of polygenic diseases to develop effective methods for early diagnosis and prognosis of their developmentaper,"['V. F. Prokofiev', 'А. В. Шевченко', 'В. И. Коненков']",https://doi.org/10.1109/csgb56354.2022.9865410,N/A,OpenAlex,2022,False
Assessment of psychological defense mechanisms in women with somatoform disorder using Thematic Apperception Test-Based Measure,"['N. Lebedeva', 'Y. Chebakova', 'A. Parshukov']",https://doi.org/10.1192/j.eurpsy.2022.984,European Psychiatry,OpenAlex,2022,False
Russian adaptation of Stress Mindset Measure-General (SMM-G),"['N. Lebedeva', 'E. Solenova', 'I.V. Solenov']",https://doi.org/10.1192/j.eurpsy.2022.899,European Psychiatry,OpenAlex,2022,False
Dynamics of indicators of mental health and mental wellbeing among university students during the first year of the COVID-19 pandemic,"['L. Shaigerova', 'O. Almazova', 'A. Dolgikh', 'Y. Zinchenko']",https://doi.org/10.1192/j.eurpsy.2022.1280,European Psychiatry,OpenAlex,2022,False
Unilateral coercive measures in the doctrine of modern international law,['Artur Chuck'],https://doi.org/10.26425/1816-4277-2022-7-30-36,Vestnik Universiteta,OpenAlex,2022,False
"Fecal stanoles in sediments of Lake Shira (Siberia, Russia) as a proxy of human impact on surrounding territory in the Late Holocene","['E.K. Sinner', 'A.N. Boyandin', 'A.O. Bulkhin', 'D.Y. Rogozin']",https://doi.org/10.31951/2658-3518-2022-a-4-1586,Limnology and Freshwater Biology,OpenAlex,2022,False
Diocesan Bishop in the Middle of the 18th – Beginning of the 20th Century: A Circle of Concerns and the Boundaries of Competence (Based on the Materials of the Olonets Diocese),['Maxim Pulkin'],https://doi.org/10.31518/2618-9100-2022-2-11,Historical Courier,OpenAlex,2022,False
The Hybridization Trend in Student Teachers’ Practicum: International Experience,['Tatiana A. Baklashova'],https://doi.org/10.24158/spp.2022.8.28,Общество социология психология педагогика,OpenAlex,2022,False
Education as an element of social adaptation of convicts in the Nordic countries,['A. V. Peizak'],https://doi.org/10.47643/1815-1329_2022_7_98,АГРАРНОЕ И ЗЕМЕЛЬНОЕ ПРАВО,OpenAlex,2022,False
The Effect of Self-Regulated Learning Toward Students’ Academic Stress in Malang,"['Miftahul Hamim', 'Yuli Rahmawati']",https://doi.org/10.33487/edumaspul.v6i1.2747,Edumaspul - Jurnal Pendidikan,OpenAlex,2022,False
The Algorithm for Using Transit-time Flow Measurement and High-resolution Epicardial Ultrasound for Intraoperative Grafts Assessment during Coronary Artery Bypass Surgery,"['I.Yu. Sigaev', 'М.А. Керен', 'И.В. Сливнева', 'Z. D. Shonia', 'Д. И. Марапов']",https://doi.org/10.18087/cardio.2022.8.n1823,Kardiologiia,OpenAlex,2022,False
Study of body composition and metabolic expenditures of the Moscow e-sports team,"['A. G. Antonov', 'P. D. Rybakova', 'V. D. Vybornov', 'A. V. Meshtel', 'M. Yu. Balandin']",https://doi.org/10.33667/2078-5631-2022-16-89-92,Medical alphabet,OpenAlex,2022,False
The main trends of biologically active food supplements,"['A. S. Eltishchev', 'S. V. Orlova', 'Е. А. Никитина']",https://doi.org/10.33667/2078-5631-2022-16-16-20,Medical alphabet,OpenAlex,2022,False
Man – culture in space and time: philosophical and cultural discourse,['Anatoly Grigorev'],https://doi.org/10.24923/2305-8757.2022-9.2,KANT Social Sciences & Humanities,OpenAlex,2022,False
Modeling of localization and motion of a free particle,"['Boris V. Yakovlev', 'Liudmila V. Nikiforova']",https://doi.org/10.1063/5.0106269,AIP conference proceedings,OpenAlex,2022,False
"Graphic humor of the comic ""Harmsiniada"" by Alexey Nikitin",['Valeria Valeryevna Chuikova'],https://doi.org/10.24923/2305-8757.2022-10.5,KANT Social Sciences & Humanities,OpenAlex,2022,False
STUDIES OF CONVERGENT LEARNING IN SCHOOL EDUCATION IN TEACHER TRAINING,"['Михаил Александрович Червонный', 'Анна Алексеевна Власова']",https://doi.org/10.23951/1609-624x-2022-5-123-131,Вестник Томского государственного педагогического университета,OpenAlex,2022,False
"Awareness about depressive conditions, methods of their prevention and correction in adolescents","['Natalia D. Bobrisheva-Pushkina', 'Lubov Yu. Kuznetsova', 'Popova Ol', 'Elena Denisova', 'Elena Nikitenko', 'Ekaterina V. Kirpichenkova', 'E. S. Petrova', 'Korolev Aa']",https://doi.org/10.47470/0016-9900-2022-101-7-787-792,Hygiene and Sanitation,OpenAlex,2022,False
Институт Конфуция в Благовещенске как центр российско-китайского сотрудничества,['Наталья Владимировна Хисамутдинова'],https://doi.org/10.24866/1998-6785/2022-2/162-170,Ойкумена. Регионоведческие исследования,OpenAlex,2022,False
Substances and Methods Prohibited for Use in Sport: Object or Means of Committing Crimes?,['A. V. Syntin'],https://doi.org/10.19073/2658-7602-2022-19-2-142-155,Siberian Law Review,OpenAlex,2022,False
Dante's Comedy in Dostoevsky's Crime and Punishment,['Caterina Corbella'],https://doi.org/10.22455/2619-0311-2022-3-18-36,Dostoevsky and World Culture Philological journal,OpenAlex,2022,False
Category of non-adultness in the Explanatory Dictionary of Living Great Russian Language by V.I. Dahl,"['Ильясова Светлана Васильевна', 'Ли Ли']",https://doi.org/10.53598/2410-3489-2022-1-292-30-35,Вестник Адыгейского государственного университета серия «Филология и искусствоведение»,OpenAlex,2022,False
On one numerical model of a circadian oscillator,"['A.A. Akinshin', 'N. B. Ayupova', 'V. P. Golubyatnikov', 'N. E. Kirillova', 'O. A. Podkolodnaya', 'N. L. Podkolodnyy']",https://doi.org/10.15372/sjnm20220301,Numerical Analysis and Applications,OpenAlex,2022,False
ASPECTS: interobserver agreement between radiologist,"['П. Л. Андропова', 'Pavel Gavrilov', 'Ж. И. Савинцева']",https://doi.org/10.22328/2079-5343-2022-13-1-7-13,Diagnostic radiology and radiotherapy,OpenAlex,2022,False
Discussion method and project technology in legal education of schoolchildren,"['Denis Davydov', 'M. A. Kapaev', 'A.Yu. Kupriyanov']",https://doi.org/10.47643/1815-1337_2022_7_39,ПРАВО И ГОСУДАРСТВО ТЕОРИЯ И ПРАКТИКА,OpenAlex,2022,False
“Frank confession” in institutional and everyday communication: speech genre or speech action,['Nadezhda Nickolaevna Panchenko'],https://doi.org/10.18500/2311-0740-2022-17-3-35-186-193,International Journal “Speech Genres”,OpenAlex,2022,False
Effect of Ionizing Irradiation on the Segmental Mobility of Polyvinyl Alcohol Macromolecular Chains,"['V. A. Lomovskoy', 'О. В. Суворова', 'Н. А. Абатурова', 'N. Yu. Lomovskaya', 'S. A. Kulyukhin', 'Yu. S. Pavlov']",https://doi.org/10.1134/s0018143922050101,High Energy Chemistry,OpenAlex,2022,False
Problem of Myogenic Contamination in Electroencephalography,"['Julia Nekrasova', 'Olga Bazanova', 'D. Shunenkov', 'M. Kanarskiy', 'I. Borisov', 'E. Luginina']",https://doi.org/10.1134/s0362119722040090,Human Physiology,OpenAlex,2022,False
Causative-Emotive Analysis: The Study of Youtube Viewers Reactions to Propaganda,['O. G. Grigoriev'],https://doi.org/10.31857/s020595920021484-8,Psikhologicheskii zhurnal,OpenAlex,2022,False
Automated Tracking and Forms Management of Serialized Parts,"['I.G. Brown', 'Dy Le', 'Steven Schoonveld', 'John Moffatt', 'Corey Pearce', 'Mike Augustin']",https://doi.org/10.4050/f-0078-2022-17596,N/A,OpenAlex,2022,False
Actualization of the problem of forming the public speaking experience,"['Valentina G. Ryndak', 'Olga V. Saldaeva', 'Artur M. Allagulo', 'Tatyana V. Chelpachenko', 'A.I. Zhirnova']",https://doi.org/10.33975/riuq.vol34ns3.1002,Revista de Investigaciones Universidad del Quindío,OpenAlex,2022,False
DNA methylation inhibition participates in the anterograde amnesia key mechanism through the suppression of the transcription of genes involved in memory formation in grape snails,"['S. V. Solntseva', 'V. P. Nikitin', 'S. A. Kózyrev', 'Pavel V. Nikitin']",https://doi.org/10.1016/j.bbr.2022.114118,Behavioural Brain Research,OpenAlex,2022,False
"CUSTOMS STAFF BUILDING IN CONDITIONS OF TRANSITION TO ""INTELLIGENT CUSTOMS""","['O. Kalmykova', 'K. Trubicyn']",https://doi.org/10.12737/2305-7807-2022-11-4-63-69,Management of the personnel and intellectual resources in Russia,OpenAlex,2022,False
STRATEGIES OF ACTUALIZING THE PAST: FROM CULTURE OF MEMORY TO MEMORIAL CULTURE,['Nasrudi Yarychev'],https://doi.org/10.47475/1999-5407-2022-10210,Челябинский гуманитарий,OpenAlex,2022,False
"THEORETICAL JUSTIFICATION, COMPOSITION DEVELOPMENT AND STUDY OF ANTI-INFLAMMATORY ACTIVITY OF GEL WITH CO2 EXTRACT ABIES SIBIRICA","['Glizhova T.N.', 'Pogrebniak L.V.', 'Kul’gav E.V.', 'Pogrebniak A.V.']",https://doi.org/10.26787/nydha-2686-6838-2022-24-6-29-33,Медико-фармацевтический журнал «Пульс»,OpenAlex,2022,False
RETRACTED ARTICLE: Improving the physical qualities of professional boxers by considering their personality traits,"['Iossif Andruchshishin', 'Sepik Sapiev', 'Yuri Denisenko', 'Anatoly Alexandrovich Geraskin']",https://doi.org/10.1057/s41599-022-01348-5,Humanities and Social Sciences Communications,OpenAlex,2022,False
Effectiveness of mammography screening for women aged 40–49,['Yu. A. Belaya'],https://doi.org/10.17650/1994-4098-2022-18-2-60-66,Tumors of female reproductive system,OpenAlex,2022,False
Adaptation of cadets-peasants to conditions of urban environment during the First World War (on the example of Omsk),['A. Yu. Sablin'],https://doi.org/10.25206/2542-0488-2022-7-3-128-134,Omsk Scientific Bulletin Series Society History Modernity,OpenAlex,2022,False
Simulation modeling of the machine and tractor fleet to improve the technical base of the agro-industrial complex,"['Б Д Докин', 'Анна Алетдинова', 'Alexander Anatolyevich Zheshko']",https://doi.org/10.1051/bioconf/20225200014,BIO Web of Conferences,OpenAlex,2022,False
Formation of a Receiving Beam in a Receiving and Transmitting Phased X-Band Antenna Arrays for Tracking a Group of Targets at Close Distances with Simultaneous Radar Illumination,"['В. А. Кашин', 'I. S. Shurygina']",https://doi.org/10.1134/s1064226922090066,Journal of Communications Technology and Electronics,OpenAlex,2022,False
The Russian Language as a Tool for Promotion of the Russian World (on the Material of the People’s Republic of China),['Ekaterina Yurievna Andreeva'],https://doi.org/10.33693/2223-0092-2022-12-4-169-174,Sociopolitical sciences,OpenAlex,2022,False
Assessment of the Trophic Status of the Coastal Area of Lake Vistytis (Kaliningrad Region) by Hydrochemical Parameters,"['E. V. Krivopuskova', 'N. N. Tzvetkova']",https://doi.org/10.1007/978-3-031-08284-9_5,Environmental science and engineering,OpenAlex,2022,False
Dynamics of Water Levels in the Gorky Reservoir (Russian Federation) During the Spawning Period and Its Influence on the Area of Spawning Grounds and Natural Reproduction of Limnophilic Fish Species,"['L. M. Minina', 'A. E. Minin']",https://doi.org/10.1007/978-3-031-08284-9_14,Environmental science and engineering,OpenAlex,2022,False
Эмпатия как метод познания психического (эмпирический аспект),"['Alexander A. Smirnov', 'Elizaveta V. Solovyeva']",https://doi.org/10.18255/1996-5648-2022-3-516-523,Vestnik Yaroslavskogo gosudarstvennogo universiteta im P G Demidova Seriya gumanitarnye nauki,OpenAlex,2022,False
Impact of Unethical Behaviour on the Value of Firms in the Real Sector,"['Parmenas Kimani Njoroge', 'Nina Szczygieł', 'Dmitry Shevchenko', 'Gor А. Abramyan']",https://doi.org/10.1007/978-981-19-4005-7_43,"Approaches to global sustainability, markets, and governance",OpenAlex,2022,False
«Management of a pharmaceutical organization» – practical communicative lectures in English,"['Alexandra A. Efimova', 'Anastasia I. Liashko', 'Evgenia A. Tsitlionok']",https://doi.org/10.17673/vsgtu-pps.2022.3.12,Vestnik of Samara State Technical University Psychological and Pedagogical Sciences,OpenAlex,2022,False
Classification of Articles from Mass Media by Categories and Relevance of the Subject Area,"['Vladislav Larionov', 'Ilya Paramonov']",https://doi.org/10.18255/1818-1015-2022-3-266-279,Modeling and Analysis of Information Systems,OpenAlex,2022,False
The Communicative Aspect of the Formation of the Image of the Territory: Environmental Issues in the Internet Media of Industrial Regions,"['Olga Perevozova', 'Anna B. Cherednyakova']",https://doi.org/10.12737/2587-9103-2022-11-5-59-66,Scientific Research and Development Modern Communication Studies,OpenAlex,2022,False
Development of a Method for Plant Disease Detection and Recognition Using Cascade Classifiers,"['Larisa Gagarina', 'Andrew Chirkov']",https://doi.org/10.1109/rusautocon54946.2022.9896263,2022 International Russian Automation Conference (RusAutoCon),OpenAlex,2022,False
The „Book of the Judge”. On the Importance of Kierkegaard’s Journals and Papers,"['Roman Králik', 'Mária J. Binetti', 'Peter Kondrla']",https://doi.org/10.15503/jecs2022.2.31.38,Journal of Education Culture and Society,OpenAlex,2022,False
COMPARATIVE ANALYSIS OF BRAIN BIOELECTRICAL ACTIVITY AND CIRCULATORY SUPPLY IN ADOLESCENTS WITH ACUTE HYPOXIA,"['Anatoliy Betalovich Ivanov', 'И. Х. Борукаева', 'З. Х. Абазова', 'A.A. Molov', 'T. B. Kipkeeva', 'A. G. Shokueva', 'K.Y. Shkhagumov']",https://doi.org/10.34014/2227-1848-2022-3-86-96,Ulyanovsk Medico-biological Journal,OpenAlex,2022,False
RTM-2 Software Package for Life Cycle Modeling of Fast Reactors in Closed NFC,"['Alexandr Vladimirovich Egorov', 'E. A. Rodina', 'Yu. S. Khomyakov', 'O. V. Kuznetsova', 'I. R. Makeyeva', 'Ivan Popov', 'Yu. G. Syrtsova']",https://doi.org/10.1007/s10512-022-00885-1,Atomic Energy,OpenAlex,2022,False
SPECIFICS OF LITERARY TRANSLATION OF SOME OF A. PUSHKIN’S POEMS INTO THE KABARDIAN-CIRCASSIAN LANGUAGE,"['Л.Б. Хавжокова', 'М.М. Кумахова']",https://doi.org/10.46698/vnc.2022.84.45.004,Известия СОИГСИ,OpenAlex,2022,False
Research on Prediction Method of Potential Defect Risk of Motor Vehicle Based on Bert Model,"['Jing-Jing Tian', 'Ning Sun', 'Tie Bai', 'Ting Liu', 'Fan Fei']",https://doi.org/10.1061/9780784484265.294,CICTP 2022,OpenAlex,2022,False
On the Problems of Modern Education. I. On the Concept of Contemporary Science Education,"['Н. А. Кузнецов', 'Sergei Yu. Zholkov']",https://doi.org/10.20339/am.09-22.007,Alma mater Vestnik Vysshey Shkoly,OpenAlex,2022,False
The Role of Valence and Uniqueness of Emotions in the Context of Infrahumanization Theory,"['Maria Terskova', 'Елена Агадуллина']",https://doi.org/10.11621/pir.2022.0111,Psychology in Russia State of Art,OpenAlex,2022,False
Stability Analysis of helicopter dynamics with incomplete information using MPC,"['Irina Kudryavtseva', 'K. V. Petrov']",https://doi.org/10.1051/matecconf/202236201012,MATEC Web of Conferences,OpenAlex,2022,False
Analysis of the orbital stability of periodic pendulum motions of a heavy rigid body with a fixed point under the Goryachev–Chaplygin condition,"['B. S. Bardin', 'Badma Maksimov', 'Vladimir Zarodov']",https://doi.org/10.1051/matecconf/202236201003,MATEC Web of Conferences,OpenAlex,2022,False
The effects of introducing language learning software during the COVID-19 pandemic,['Philipp Novikov'],https://doi.org/10.3389/feduc.2022.959995,Frontiers in Education,OpenAlex,2022,False
DIGITAL TOOLS IN A CLIL CONTEXT OF TEACHING ENGLISH TO ARCHAEOLOGY STUDENTS,"['Nikita Pechunov', 'Elena Taipova']",https://doi.org/10.47696/adved.202219,N/A,OpenAlex,2022,False
LINGUISTIC REPRESENTATION OF EVALUATIVE PARAMETERS IN SPORTS COMMENTARY,['Ksenia A. Marakhovskaya'],https://doi.org/10.12731/2077-1770-2022-14-2-323-335,Sovremennye issledovaniya sotsialnykh problem,OpenAlex,2022,False
Evolution of Ge wetting layers growing on smooth and rough Si (0 0 1) surfaces: Isolated {1 0 5} facets as a kinetic factor of stress relaxation,"['Larisa V. Arapkina', 'К. В. Чиж', 'Vladimir P. Dubkov', 'Mikhail S. Storozhevykh', 'Vladimir A. Yuryev']",https://doi.org/10.1016/j.apsusc.2022.155094,Applied Surface Science,OpenAlex,2022,False
Features of Psychosocial Functioning of Patients with Bipolar Affective Disorder: Modern Methods of Patients’ Rehabilitation,"['J. I. Tarkhova', 'V. K. Shamrey', 'Е С Курасов', 'A. P. Otmakhov', 'A. S. Kalimov', 'S. G. Bykova']",https://doi.org/10.30629/2618-6667-2022-20-3-124-133,Psikhiatriya,OpenAlex,2022,False
Protest Activity and Social Well-Being of the Rostov Region Medical Professionals During the Coronavirus Pandemic,"['Oksana Nor-Arevyan', 'Alena Cherevkova']",https://doi.org/10.19181/inter.2022.14.3.5,Inter,OpenAlex,2022,False
INTER-Encyclopedia: Conversation Analysis,['Mikhail Maltsev'],https://doi.org/10.19181/inter.2022.14.3.7,Inter,OpenAlex,2022,False
Vignette Method in Online Research: Measuring Perceptions of Fairness,['Роман Геннадьевич Калинин'],https://doi.org/10.19181/vis.2022.13.3.836,VESTNIK INSTITUTA SOTZIOLOGII,OpenAlex,2022,False
The impact of emotional competence on the coping strategies among specialists of extreme jobs,['Elena Tutinina'],https://doi.org/10.19181/nko.2022.28.3.12,Nauka Kultura Obshestvo,OpenAlex,2022,False
INVESTIGATION OF THE EFFECTS OF INTERSUBJECTIVE INTERACTION OF INDUSTRIAL ECOSYSTEM PARTICIPANTS,"['A.E. Plakhin', 'E.S. Ogorodnikova', 'I.O. Blinkov', 'Konstantin Viktorovich Rostovtsev', 'Mariia Stanislavovna KHokholush']",https://doi.org/10.17513/vaael.2331,Bulletin of the Altai Academy of Economics and law,OpenAlex,2022,False
Activation of the policy to regulate unemployment as a condition for increasing the quality of life of the working-capable population,"['Oksana Vasilievna Fedonina', 'Olga Mikhailovna Lizina']",https://doi.org/10.24923/2222-243x.2022-44.15,KANT,OpenAlex,2022,False
Russian accelerated inquiry: modern metamorphoses of the procedural form,"['Sergey I. Girko', 'С.В. Харченко', 'А.А. Долгополов', 'А.М. Камбаров']",https://doi.org/10.46741/2686-9764.2022.59.3.005,Penitentiary Science,OpenAlex,2022,False
Motivation as an axiological factor in learning Chinese language,['Dinara Turkpenova'],https://doi.org/10.24923/2222-243x.2022-44.60,KANT,OpenAlex,2022,False
Possibilities of endoscopic evaluation of swallowing function in patients with chronic disorders of consciousness,"['Ekaterina A. Kondratyeva', 'Н. А. Лестева', 'E. Verbitskaya', 'S. A. Kondratyev', 'Alina B. Petrova', 'Н. Е. Иванова', 'Anatolii N. Kondratyev']",https://doi.org/10.36425/rehab110856,Physical and rehabilitation medicine medical rehabilitation,OpenAlex,2022,False
Rehabilitation of patients with post-stroke aphasia using transcranial direct current electrical stimulation (tDCS),"['А. В. Белопасова', 'А. С. Кадыков', 'Elena S. Berdnikovitch', 'Л А Добрынина']",https://doi.org/10.36425/rehab109712,Physical and rehabilitation medicine medical rehabilitation,OpenAlex,2022,False
Variation of Pronunciation Norm and Meaning in Light of Semantic-Cognitive Analysis: german Idiom &lt;i&gt;das A und O&lt;/i&gt;,['Kristina V. Manerova'],https://doi.org/10.24224/2227-1295-2022-11-7-74-98,Nauchnyi Dialog,OpenAlex,2022,False
Testing polyglot Alan Bigulov’s strategy for superintensive entry into conversational practice,['Dina Nikulicheva'],https://doi.org/10.24833/2410-2423-2022-3-32-25-34,Linguistics & Polyglot Studies,OpenAlex,2022,False
Assessment of progression of Parkinson’s disease using magnetic resonance morphometry,"['Irina A. Vlasova', 'А. Г. Труфанов', 'A. B. Buriak', 'E. V. Kuznetsova', 'Odinak Mm', 'И. В. Литвиненко']",https://doi.org/10.30629/2658-7947-2022-27-4-37-43,Russian neurological Journal,OpenAlex,2022,False
IS UNDERSTATEMENT A CONCEPT OR A CATEGORY?,['Ekaterina Vlasova'],https://doi.org/10.52512/2306-5079-2022-91-3-57-64,Bulletin of Kazakh National Women s Teacher Training University,OpenAlex,2022,False
Investment Environment Improvement of Regional Agro-Industrial Complex,['Emma Kuzmina'],https://doi.org/10.15688/re.volsu.2022.3.17,Regionalnaya ekonomika Yug Rossii,OpenAlex,2022,False
Territorial Identification of Cities Based on Neurobranding,['Olga Yarosh'],https://doi.org/10.15688/re.volsu.2022.3.11,Regionalnaya ekonomika Yug Rossii,OpenAlex,2022,False
The role of socio-psychological capital in the debt behavior of the individual,['М.А. Гагарина'],https://doi.org/10.26795/2307-1281-2022-10-3-12,Vestnik of Minin University,OpenAlex,2022,False
Overview of methods for cross-language matching of associative fields,['Kseniya P. Dadasheva'],https://doi.org/10.30982/2077-5911-2022-53-3-150-160,Journal of Psycholinguistic,OpenAlex,2022,False
Research and development of a model for assessing the optimal location of pedestrian crossings based on a conflict model,"['A. Novikov', 'Svetlana Pisareva', 'Zhili Song', 'Tatyana Novikova']",https://doi.org/10.12737/2219-0767-2022-15-3-35-44,Modeling of systems and processes,OpenAlex,2022,False
Computer simulation of radiation effects on non-volatile OxRAM memory,"['Pavel A. Chubunov', 'Maksim Solodilov', 'Roman Ryazancev', 'Nikolay Litvinov', 'N. Gamzatov', 'Tatyana Skvortsova', 'O. Oksyuta']",https://doi.org/10.12737/2219-0767-2022-15-3-102-109,Modeling of systems and processes,OpenAlex,2022,False
Peculiarities of a Polygraph Examiner’s Report in a Criminal Case in Russia and the United States,"['Ya. V. Komissarova', 'N. K. Danilevich']",https://doi.org/10.17803/2713-0525.2022.3.21.544-563,Kutafin Law Review,OpenAlex,2022,False
